path,class
..\data\images_512x512\Anglet_GrandePlage_2022-03-14_17-01_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-21_15-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-24_09-15_y-512_x-512.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-18_15-00_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-19_20-32_y-512_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-12_13-17_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-04-01_18-46_y-0_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-04-01_11-01_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-30_13-01_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-30_18-46_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-23_17-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-30_17-31_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-27_17-00_y-512_x-1024.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-18_08-15_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-04-01_06-31_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-13_14-41_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-17_16-45_y-512_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-14_18-01_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-31_08-00_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-25_13-45_y-512_x-1024.jpg,1.0
..\data\images_512x512\Capbreton_Santosha_2022-03-27_08-15_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-24_16-04_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_18-30_y-512_x-1024.jpg,1.0
..\data\images_512x512\Capbreton_Santosha_2022-03-19_16-30_y-512_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-24_16-04_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-04-02_07-30_y-512_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-04-02_11-16_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-27_11-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-27_09-45_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-27_15-15_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-04-01_15-00_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-14_16-01_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-19_11-00_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-19_14-30_y-512_x-512.jpg,1.0
..\data\images_512x512\Capbreton_Santosha_2022-04-02_05-01_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-18_17-30_y-512_x-1024.jpg,1.0
..\data\images_512x512\Lacanau_2022-03-24_13-15_y-0_x-512.jpg,1.0
..\data\images_512x512\Capbreton_Prevent_2022-03-11_18-46_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-23_10-00_y-512_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-12_14-41_y-512_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-25_17-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-19_09-15_y-0_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-21_13-00_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-30_12-31_y-512_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-29_08-30_y-512_x-1024.jpg,1.0
..\data\images_512x512\Capbreton_Santosha_2022-03-22_14-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-26_14-45_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-20_12-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-18_17-30_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-18_09-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-20_18-45_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-24_11-15_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-21_18-45_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-23_12-45_y-512_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-28_10-45_y-512_x-512.jpg,1.0
..\data\images_512x512\Biarritz_2022-03-22_14-15_y-512_x-512.jpg,1.0
..\data\images_512x512\Capbreton_Santosha_2022-03-20_18-45_y-512_x-512.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-21_16-15_y-0_x-512.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-26_08-00_y-0_x-512.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-28_16-00_y-0_x-512.jpg,1.0
..\data\images_512x512\Biarritz_2022-03-14_14-41_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-27_13-00_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-04-02_07-30_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-28_10-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-22_12-45_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-22_08-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_16-45_y-512_x-1024.jpg,1.0
..\data\images_512x512\Capbreton_Santosha_2022-03-12_15-41_y-512_x-1024.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-25_14-45_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-13_18-21_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-30_13-15_y-512_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-14_14-01_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-23_17-45_y-512_x-512.jpg,1.0
..\data\images_512x512\Biarritz_2022-03-28_09-00_y-512_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-23_18-15_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-24_13-00_y-512_x-512.jpg,1.0
..\data\images_512x512\Capbreton_Santosha_2022-03-27_14-00_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-26_14-00_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-12_16-01_y-512_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-24_13-45_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-18_10-00_y-512_x-1024.jpg,1.0
..\data\images_512x512\Capbreton_Santosha_2022-03-26_08-00_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-18_11-45_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-24_08-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-12_13-46_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-13_17-21_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Prevent_2022-03-14_14-00_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-04-02_06-00_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-24_18-00_y-512_x-0.jpg,1.0
..\data\images_512x512\Capbreton_Santosha_2022-03-14_14-41_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-31_18-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-31_09-30_y-512_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-04-02_09-16_y-0_x-0.jpg,1.0
..\data\images_512x512\Biarritz_2022-04-02_07-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_09-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-23_10-15_y-512_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-30_06-00_y-512_x-1024.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-12_15-01_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-19_10-00_y-512_x-512.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-04-02_07-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-25_10-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-04-01_08-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-29_15-00_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-23_13-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-11_18-46_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-19_20-32_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-30_15-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-26_14-30_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-19_16-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-24_10-15_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-27_17-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-30_07-46_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-12_15-01_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-31_10-01_y-512_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-20_11-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-23_13-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-27_10-45_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-31_06-46_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-23_17-15_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-22_09-00_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Prevent_2022-03-11_18-46_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-30_17-31_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-12_15-21_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-25_15-15_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-23_10-45_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-17_16-32_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-26_11-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-04-02_12-01_y-512_x-1024.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-12_13-49_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_17-15_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Prevent_2022-03-13_18-40_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-17_15-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-12_14-01_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-31_06-31_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-27_13-45_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_16-30_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Prevent_2022-03-15_12-15_y-512_x-0.jpg,1.0
..\data\images_512x512\Capbreton_Santosha_2022-03-29_08-30_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-28_08-45_y-512_x-1024.jpg,1.0
..\data\images_512x512\Biarritz_2022-04-01_16-30_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-04-01_16-30_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-23_18-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-25_09-00_y-512_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-30_10-31_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-04-02_11-15_y-512_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-24_08-30_y-0_x-512.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-04-01_11-00_y-512_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-04-01_11-30_y-512_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-26_12-30_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-20_14-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-23_17-15_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-18_13-45_y-512_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-17_18-45_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-19_09-45_y-512_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-25_11-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-14_14-41_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-27_16-45_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-21_16-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-31_05-31_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-31_18-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-12_18-21_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-04-02_10-30_y-512_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-31_17-16_y-0_x-512.jpg,0.0
..\data\images_512x512\Lacanau_2022-04-02_11-31_y-0_x-512.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-20_11-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-29_18-00_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-04-01_13-15_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-20_08-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-20_14-15_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-22_14-15_y-0_x-1024.jpg,0.0
..\data\images_512x512\Lacanau_2022-04-01_16-46_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-25_17-00_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-14_16-41_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-24_11-45_y-512_x-1024.jpg,1.0
..\data\images_512x512\Biarritz_2022-03-23_17-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-04-02_08-45_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-26_08-30_y-0_x-1024.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-23_08-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Prevent_2022-03-14_18-20_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-21_14-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-30_11-30_y-512_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-25_15-00_y-512_x-512.jpg,1.0
..\data\images_512x512\Biarritz_2022-03-11_18-46_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-30_18-15_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-12_16-41_y-512_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-23_16-15_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-29_09-30_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-31_17-46_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_09-15_y-512_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-20_11-00_y-512_x-1024.jpg,1.0
..\data\images_512x512\Lacanau_2022-03-26_12-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-31_11-15_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-04-01_05-30_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-19_14-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-22_13-00_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_16-00_y-512_x-512.jpg,1.0
..\data\images_512x512\Biarritz_2022-03-19_09-45_y-512_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-23_14-00_y-512_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-26_10-00_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-31_06-45_y-512_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-26_10-30_y-512_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-19_16-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-25_14-00_y-512_x-512.jpg,1.0
..\data\images_512x512\Biarritz_2022-03-29_12-45_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-19_09-45_y-512_x-0.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-25_08-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-18_11-15_y-512_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-04-02_08-45_y-0_x-512.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-24_08-15_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-19_13-30_y-512_x-1024.jpg,1.0
..\data\images_512x512\Biarritz_2022-03-20_17-45_y-512_x-1024.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-25_15-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-04-02_07-45_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-25_11-00_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-19_15-00_y-512_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-04-02_10-46_y-512_x-512.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-25_14-30_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-24_18-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-24_17-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-24_11-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-21_15-00_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-20_10-00_y-512_x-1024.jpg,1.0
..\data\images_512x512\Lacanau_2022-03-17_16-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-27_17-45_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-30_05-15_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-19_09-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-23_18-30_y-512_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-20_14-00_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-13_17-41_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-20_12-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-25_08-15_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-30_15-30_y-512_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-23_09-30_y-512_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-12_15-41_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-25_13-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-14_16-01_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-31_18-16_y-512_x-1024.jpg,0.0
..\data\images_512x512\Lacanau_2022-04-01_17-31_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-29_17-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-28_14-45_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-29_08-00_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-31_06-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-19_14-00_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-26_08-00_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-04-01_10-31_y-512_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-12_13-04_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-27_09-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-18_11-45_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-13_15-41_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-27_14-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-04-01_13-06_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-18_16-00_y-512_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-22_09-30_y-512_x-512.jpg,1.0
..\data\images_512x512\Biarritz_2022-03-30_17-00_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-26_09-15_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-30_15-46_y-512_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-14_16-01_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-29_15-30_y-512_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-11_18-45_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-26_11-15_y-512_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-29_08-00_y-512_x-1024.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-27_17-15_y-0_x-0.jpg,1.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-22_12-45_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_14-15_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-25_12-45_y-512_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-19_17-45_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-20_08-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-31_10-30_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-21_15-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-12_13-36_y-0_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-12_13-03_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-23_10-45_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-21_14-30_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-27_09-15_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-26_12-30_y-0_x-0.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-20_11-30_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-21_09-45_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Prevent_2022-03-12_13-12_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_11-15_y-0_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-17_16-32_y-0_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-21_14-30_y-512_x-512.jpg,1.0
..\data\images_512x512\Capbreton_Santosha_2022-03-20_16-45_y-512_x-512.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-31_15-15_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-22_13-00_y-0_x-512.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-22_10-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-27_17-45_y-512_x-1024.jpg,1.0
..\data\images_512x512\Capbreton_Santosha_2022-03-30_15-01_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-22_13-30_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-26_12-45_y-512_x-512.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-28_18-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-13_18-21_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-27_15-00_y-0_x-1024.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-31_12-46_y-512_x-0.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-28_11-00_y-0_x-0.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-31_18-01_y-0_x-0.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-04-01_15-31_y-0_x-1024.jpg,0.0
..\data\images_512x512\Biarritz_2022-03-20_17-45_y-0_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-31_06-31_y-512_x-1024.jpg,0.0
..\data\images_512x512\Capbreton_Santosha_2022-03-29_14-30_y-512_x-512.jpg,0.0
..\data\images_512x512\Anglet_GrandePlage_2022-03-15_12-30_y-0_x-1024.jpg,0.0
..\data\images_512x512\Lacanau_2022-03-19_13-00_y-0_x-0.jpg,1.0
